imdb_id,critic_reviews,user_reviews,metascore,budget,worldwide_gross
tt0323314,,,,,
tt3072876,60,12,,,
tt2170325,1,1,,,
tt0008918,,,,,
tt1545512,,,,,
tt0142782,,,,,
tt0234153,,,,,
tt0379827,,,,,
tt0056899,,,,,
tt8191502,34,9,,,
tt0465551,201,311,73,,
tt0055204,,,,,
tt0305922,,,,,
tt15073320,,,,,
tt0358041,,,,,
tt0471589,,,,,
tt0073059,4,33,,,
tt3908838,,,,,
tt0003351,,,,,
tt1882041,,,,,
tt0439606,,,,,
tt6599180,,,,,
tt0123173,,,,,
tt23806336,,,,,
tt13695196,2,1,,,
tt1913022,,,,,
tt6039116,,,,,
tt4791984,36,1,,,
tt3505094,6,5,68,,
tt0298845,140,287,76,,
tt0061782,10,8,,,
tt13051810,46,72,,,
tt1613040,2,11,,,
tt1885328,,,,,
tt15721450,,,,,
tt6448704,,,,,
tt0337837,,,,,
tt0337708,7,9,,,
tt13860270,,,,,
tt7823938,3,2,,,
tt0068925,5,12,,,
tt12969746,,,,,
tt1155630,4,3,,,
tt14365408,,,,,
tt6553342,,,,,
tt0189603,2,1,,,
tt0425080,11,3,,,
tt3042800,17,15,,,
tt26084136,2,2,,,
tt0129455,,,,,
tt1733234,,,,,
tt1399565,,,,,
tt0451983,8,13,,,
tt4524792,,,,,
tt15700594,,,,,
tt8011654,,,,,
tt5094192,4,71,,,
tt14032558,,,,,
tt0230875,,,,,
tt0471932,,,,,
tt13225546,1,3,,,
tt0093415,12,45,55,,
