user_id,weighted_genres
ur27361979,"[0.28245033 0.34370861 0.12781457 0.20220751 0.37660044 0.39878587
 0.3        0.9803532  0.14470199 0.13432671 0.23024283 0.09348786
 0.25275938 0.10971302 0.08233996 0.19514349 0.01335541 0.
 0.25474614 0.199117   0.         0.07328918 0.         0.22284768
 0.06125828 0.08697572]"
ur2737479,"[8.32291667e-01 1.10104167e+00 4.42708333e-01 1.04166667e-03
 9.70833333e-01 4.89583333e-01 0.00000000e+00 2.11458333e+00
 1.93125000e+00 1.28229167e+00 0.00000000e+00 3.75000000e-02
 9.53125000e-01 1.04166667e-01 6.45833333e-01 6.67708333e-01
 0.00000000e+00 0.00000000e+00 2.45833333e-01 1.17708333e-01
 0.00000000e+00 1.66666667e-02 0.00000000e+00 8.36458333e-01
 0.00000000e+00 1.55208333e-01]"
ur27377411,"[2.36550459 2.09816514 0.57045872 0.16183486 1.37211009 0.6440367
 0.         2.03486239 0.21706422 0.84788991 0.         0.01486239
 0.84311927 0.03009174 0.         0.76605505 0.         0.
 0.24862385 1.21027523 0.         0.04018349 0.         0.72770642
 0.07798165 0.0266055 ]"
ur27436020,"[3.22380192 3.59792332 0.85543131 0.36118211 2.00559105 0.83210863
 0.03194888 2.94392971 0.78051118 0.90702875 0.         0.10351438
 0.33498403 0.13674121 0.09153355 0.80894569 0.         0.
 0.46261981 1.74728435 0.         0.09456869 0.         0.77076677
 0.11565495 0.02587859]"
ur2747461,"[1.00116385e+00 7.61520276e-01 3.65339153e-01 2.54555374e-01
 1.54871795e+00 9.93344244e-01 6.71940353e-01 2.26673941e+00
 1.76468449e-01 4.63829787e-01 1.34933624e-02 8.11420258e-02
 1.57966903e+00 8.53246045e-02 2.16766685e-02 5.29914530e-01
 4.10983815e-03 1.30932897e-03 3.05582833e-01 4.77650482e-01
 0.00000000e+00 1.17657756e-01 0.00000000e+00 9.81196581e-01
 5.91743953e-02 3.36788507e-02]"
ur27557228,"[2.03506494 1.31488868 0.25909091 0.11623377 1.15496289 0.67036178
 0.00227273 1.02393321 0.13780148 0.33497217 0.         0.08172542
 0.42857143 0.05213358 0.01150278 0.31488868 0.         0.
 0.24090909 0.56349722 0.         0.11215213 0.         0.81855288
 0.03687384 0.05190167]"
ur27588885,"[2.78928571 2.18846154 0.20027473 0.60521978 1.02197802 1.48983516
 0.         3.24862637 0.09423077 0.67802198 0.02225275 0.22005495
 0.22912088 0.06208791 0.         0.60631868 0.         0.
 0.35686813 1.03983516 0.         0.09835165 0.         1.1793956
 0.21263736 0.21895604]"
ur27637510,"[1.6014245  0.81396011 0.04415954 0.08575499 1.1522792  0.98475783
 0.08119658 1.63960114 0.18518519 0.34301994 0.04045584 0.07207977
 1.30327635 0.09957265 0.02578348 0.41011396 0.         0.
 0.29729345 0.67549858 0.         0.06980057 0.         1.08062678
 0.07920228 0.09586895]"
ur2767381,"[0.68556231 0.16762918 0.         0.52902736 0.54764438 0.99019757
 0.11990881 2.81306991 0.07180851 0.09262918 0.         0.26041033
 0.16420973 0.04422492 0.01990881 0.56147416 0.         0.
 0.61344985 0.07978723 0.         0.06101824 0.         1.56572948
 0.06306991 0.03822188]"
ur27717789,"[0.86256281 1.36624791 0.51423786 0.51423786 1.99162479 0.56917923
 0.0578727  2.92889447 0.32638191 0.4278057  0.02839196 0.15309883
 0.31038526 0.24765494 0.12939698 0.39941374 0.         0.
 0.90075377 0.30921273 0.         0.05653266 0.         0.46247906
 0.12353434 0.05175879]"
ur27745349,"[1.675      1.41388889 0.76944444 0.76388889 1.52222222 0.35833333
 0.         1.85833333 0.025      0.27222222 0.         0.
 1.24722222 0.31388889 0.23611111 0.65277778 0.         0.
 0.31666667 0.24722222 0.         0.225      0.         0.83055556
 0.         0.        ]"
ur27774704,"[0.58549618 0.97480916 0.55305344 0.4110687  1.34503817 0.31755725
 0.18053435 1.45152672 0.3148855  0.22328244 0.         0.11908397
 0.14312977 0.14503817 0.02824427 0.26030534 0.         0.
 0.31984733 0.27366412 0.         0.05267176 0.         0.27328244
 0.06641221 0.        ]"
ur27818897,"[0.96810198 1.14543909 0.34033994 0.80232295 2.24192635 1.01575071
 0.17966006 4.07898017 0.31082153 0.49042493 0.10538244 0.23167139
 0.40577904 0.33354108 0.24169972 0.48424929 0.         0.
 1.12424929 0.38288952 0.         0.12056657 0.         0.61563739
 0.19909348 0.08033994]"
ur27840894,"[1.3157672  1.26507937 0.48190476 0.2431746  1.17777778 0.71132275
 0.03227513 2.16962963 0.15216931 0.52063492 0.01798942 0.04835979
 1.54010582 0.0973545  0.03671958 0.90835979 0.         0.
 0.22751323 0.90169312 0.         0.02095238 0.         0.93121693
 0.10708995 0.0426455 ]"
ur2790158,"[1.30202166 0.69415162 0.13523466 0.3134296  0.59624549 1.16895307
 0.19068592 2.25400722 0.08151625 0.27032491 0.04606498 0.15891697
 0.53624549 0.07306859 0.00411552 0.55913357 0.00353791 0.
 0.24787004 0.44021661 0.         0.08851986 0.         0.88584838
 0.10592058 0.02844765]"
ur27921253,"[1.00730275 0.88759633 0.24550459 0.17559633 1.18462385 0.52322936
 0.05787156 1.52642202 0.16117431 0.4306789  0.         0.05148624
 1.06777982 0.10561468 0.03695413 0.59669725 0.00311927 0.
 0.35365138 0.40722936 0.         0.03053211 0.         0.82352294
 0.0227156  0.00689908]"
ur28009688,"[1.15579568 1.07082515 0.16291749 0.58978389 2.14273084 0.89700393
 0.04071709 2.92028487 0.19366405 0.42146365 0.01213163 0.22072692
 0.13467583 0.17637525 0.05       0.46385069 0.         0.
 0.94199411 0.4247053  0.         0.09931238 0.         0.56665029
 0.1074165  0.02760314]"
ur2812446,"[1.23946799 1.1236808  0.32186419 0.375      1.82776817 0.79377163
 0.05661765 2.37456747 0.30276817 0.4092128  0.01161332 0.15086505
 0.46788495 0.13006055 0.06262976 0.4888192  0.00244377 0.
 0.72043685 0.48641869 0.         0.06689014 0.         0.75218426
 0.08957612 0.02491349]"
ur28159509,"[1.24529926 0.70370782 0.04427163 0.0907374  1.07118456 1.17172615
 0.03341203 1.90259686 0.12306624 0.3743369  0.11520622 0.04157756
 2.01524788 0.08684905 0.03593945 0.5980836  0.         0.
 0.2533537  0.75950562 0.         0.05171504 0.         1.16047771
 0.08046105 0.21933065]"
ur28221379,"[2.0175    2.2828125 0.7928125 0.123125  1.3928125 1.1215625 0.
 2.0375    0.6190625 0.668125  0.1753125 0.0253125 0.6403125 0.
 0.        0.564375  0.        0.        0.30625   0.7975    0.
 0.0465625 0.        1.041875  0.1109375 0.1665625]"
ur28237482,"[2.44020356e-01 1.14758270e-01 1.55216285e-02 0.00000000e+00
 1.57506361e-01 1.24173028e-01 0.00000000e+00 5.35623410e-01
 0.00000000e+00 1.83969466e-01 0.00000000e+00 0.00000000e+00
 2.02035623e+00 1.01781170e-03 0.00000000e+00 5.99491094e-01
 0.00000000e+00 0.00000000e+00 1.67938931e-02 2.05089059e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.70483461e-01
 0.00000000e+00 1.24681934e-02]"
ur28259137,"[1.11780822e+00 3.45342466e+00 4.08904110e+00 3.58904110e-01
 2.66986301e+00 0.00000000e+00 1.49315068e-01 1.16849315e+00
 8.04109589e-01 2.83561644e-01 0.00000000e+00 1.36986301e-01
 1.39726027e-01 1.61643836e-01 8.90410959e-02 1.38356164e-01
 0.00000000e+00 0.00000000e+00 1.36986301e-03 2.24657534e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.38356164e-01
 2.73972603e-01 0.00000000e+00]"
ur28425280,"[0.756      0.62457143 0.18114286 0.574      0.77828571 0.76542857
 0.79257143 4.51971429 0.03885714 0.30885714 0.00714286 0.40114286
 0.11628571 0.25771429 0.054      0.46371429 0.         0.
 0.80114286 0.17914286 0.         0.076      0.         0.51171429
 0.18371429 0.06257143]"
ur28495330,"[3.32  1.526 0.256 0.324 1.228 1.108 0.    3.266 0.614 0.354 0.    0.644
 0.196 0.    0.128 0.554 0.    0.    0.546 0.762 0.    0.196 0.    1.752
 0.    0.   ]"
ur28510263,"[2.08163717e+00 1.50154867e+00 5.82522124e-01 4.18141593e-01
 1.71747788e+00 1.73097345e+00 4.42477876e-04 4.10376106e+00
 3.42920354e-01 5.23893805e-01 5.37610619e-02 1.07964602e-01
 4.28539823e-01 1.01106195e-01 3.10398230e-01 8.04424779e-01
 0.00000000e+00 0.00000000e+00 8.48230088e-01 7.26327434e-01
 0.00000000e+00 1.03539823e-01 0.00000000e+00 1.21526549e+00
 1.51769912e-01 6.50442478e-02]"
ur2866837,"[2.11254355 2.10383275 0.47700348 0.2174216  3.26062718 1.05087108
 0.03484321 2.80592334 0.71393728 1.14285714 0.         0.0630662
 0.94843206 0.09198606 0.03484321 0.75714286 0.         0.
 0.87804878 1.30348432 0.         0.02229965 0.         1.24041812
 0.         0.        ]"
ur28679870,"[1.04175824 1.06318681 0.09478022 0.36373626 1.46648352 1.16346154
 0.24642857 4.22884615 0.11538462 0.46648352 0.44615385 0.19093407
 0.61126374 0.15686813 0.06428571 0.80521978 0.         0.
 0.84368132 0.55604396 0.         0.         0.         0.78076923
 0.1978022  0.        ]"
ur28701258,"[1.39298246 0.38070175 0.         0.43157895 0.78596491 1.60877193
 0.14912281 3.27368421 0.         0.08596491 0.         0.06315789
 1.01403509 0.21578947 0.         0.50877193 0.         0.
 0.28421053 0.65964912 0.         0.         0.         1.02807018
 0.1754386  0.14912281]"
ur28714483,"[1.792 2.372 0.712 0.196 1.952 0.352 0.    1.604 0.    0.776 0.    0.
 1.032 0.    0.    0.648 0.    0.    0.256 0.804 0.    0.    0.    1.052
 0.    0.   ]"
ur28828292,"[1.74615014 2.78936477 1.18488932 0.31318576 3.73075072 0.47078922
 0.14576516 1.95736285 1.16116458 0.8819538  0.         0.09913378
 0.08830606 0.19133782 0.18378248 0.20134745 0.         0.
 0.86674687 0.64480269 0.         0.08421559 0.         0.21438884
 0.02993263 0.02584216]"
ur2892021,"[7.17445783e-01 9.13879518e-01 2.57759036e-01 4.62554217e-01
 1.48021687e+00 7.43156627e-01 1.90819277e-01 3.06306024e+00
 2.14481928e-01 3.52819277e-01 1.50144578e-01 2.44674699e-01
 2.95614458e-01 2.26481928e-01 2.08457831e-01 4.31951807e-01
 2.72289157e-03 3.85542169e-04 1.06980723e+00 3.30650602e-01
 0.00000000e+00 3.85542169e-02 0.00000000e+00 4.80385542e-01
 1.77108434e-01 9.17831325e-02]"
ur28935107,"[1.65955882 2.26838235 1.01176471 0.31985294 1.85       0.49264706
 0.25073529 1.48529412 0.24338235 0.33676471 0.         0.15220588
 0.15       0.20514706 0.23676471 0.22794118 0.         0.
 0.20882353 0.9375     0.         0.         0.         0.325
 0.05955882 0.        ]"
ur2898980,"[1.10879346 1.2390593  0.42944785 0.92740286 1.36850716 1.02862986
 0.21656442 4.4601227  0.19406953 0.29529652 0.01308793 0.3797546
 0.12617587 0.16789366 0.08752556 0.44867076 0.05664622 0.
 1.01717791 0.49120654 0.         0.14621677 0.         0.67668712
 0.15725971 0.02474438]"
ur2902122,"[1.13731343 1.52562189 0.70223881 0.30746269 1.90273632 1.18756219
 0.04029851 3.92014925 0.58781095 0.7681592  0.38084577 0.15422886
 0.22736318 0.11716418 0.09701493 0.68532338 0.         0.
 1.18109453 0.72014925 0.         0.0858209  0.         0.71343284
 0.39477612 0.05298507]"
ur2904081,"[0.46463878 0.51673004 0.03764259 0.13441065 1.84809886 0.65627376
 0.01539924 3.01730038 0.31121673 0.38802281 0.12224335 0.07661597
 0.47376426 0.25513308 0.15703422 0.45798479 0.         0.
 0.95931559 0.21787072 0.         0.04619772 0.         0.4851711
 0.1256654  0.38935361]"
ur2904674,"[0.42211055 0.31859296 0.03098827 0.27303183 1.94539363 0.60871022
 0.09748744 3.51859296 0.07386935 0.49061977 0.0321608  0.06030151
 0.34120603 0.51407035 0.23400335 0.5321608  0.         0.
 0.98525963 0.43869347 0.         0.04891122 0.         0.53869347
 0.15510888 0.02495812]"
ur29073007,"[1.79108723 1.94134008 0.82433628 0.13514539 2.09892541 0.50935525
 0.02370417 1.73185841 0.53609355 0.60859671 0.         0.08204804
 0.6897598  0.07585335 0.05195954 0.38938053 0.         0.
 0.67730721 0.59026549 0.         0.10259166 0.         0.64304678
 0.02073325 0.01156764]"
ur29078719,"[0.24646365 0.2611002  0.00353635 0.14803536 0.32396857 0.60530452
 0.01699411 1.92013752 0.04282908 0.12239686 0.17750491 0.08899804
 0.58958743 0.06866405 0.01689587 0.46060904 0.         0.
 0.50166994 0.11827112 0.         0.01277014 0.         0.56051081
 0.10373281 0.04027505]"
ur29138457,"[0.30502793 0.39553073 0.03575419 0.70949721 1.67597765 0.99944134
 0.         4.59776536 0.05586592 0.2698324  0.10837989 0.32402235
 0.27318436 0.2877095  0.11899441 0.7603352  0.         0.
 1.4603352  0.12402235 0.         0.         0.         0.82122905
 0.27653631 0.04972067]"
ur2918635,"[1.62647059 1.10537084 0.1286445  0.24578005 1.56457801 1.2044757
 0.05767263 2.39258312 0.10575448 0.38964194 0.         0.05511509
 0.60051151 0.07161125 0.00626598 0.54744246 0.         0.
 0.46496164 0.68107417 0.         0.07531969 0.         0.91521739
 0.08017903 0.04641944]"
ur29207347,"[1.32809917 0.66904005 0.10158932 0.33413859 1.13216783 1.1315321
 0.00610299 2.13852511 0.05181182 0.21404959 0.03693579 0.09287985
 0.39198983 0.06433566 0.00769231 0.4661157  0.         0.
 0.31862683 0.45823268 0.         0.12765416 0.         0.89218055
 0.10610299 0.05085823]"
ur29222194,"[2.12121212 1.06060606 0.3030303  2.27272727 4.6969697  1.36363636
 0.75757576 6.21212121 0.60606061 0.60606061 0.         0.45454545
 0.15151515 1.06060606 0.3030303  0.45454545 0.         0.
 1.51515152 0.60606061 0.         1.21212121 0.         0.75757576
 0.         0.        ]"
ur2929860,"[1.96246893 1.38873239 0.2993372  0.3920464  1.42767191 0.81731566
 0.04142502 1.7986744  0.16619718 0.39544325 0.         0.13322287
 0.73413422 0.11673571 0.02816901 0.49660315 0.         0.
 0.22924606 0.52485501 0.         0.07125104 0.         0.9928749
 0.04391052 0.01888981]"
ur29348863,"[2.58122605 2.39310345 0.2789272  0.43180077 0.91455939 0.64827586
 0.00344828 2.29272031 0.28429119 0.65862069 0.05555556 0.14176245
 0.20689655 0.1        0.04367816 0.39808429 0.         0.
 0.43716475 1.28007663 0.         0.06245211 0.         0.82260536
 0.1348659  0.04789272]"
ur29377569,"[1.8325   1.223125 0.380625 0.198125 2.509375 1.769375 0.175625 4.5
 0.441875 1.26125  0.       0.       1.60625  0.119375 0.0625   0.985625
 0.       0.       0.695625 0.566875 0.       0.030625 0.       1.43375
 0.125    0.01    ]"
ur29385135,"[1.62237154 1.23667984 0.24316206 0.29533597 1.61312253 0.81241107
 0.26063241 1.75660079 0.32616601 0.48916996 0.         0.12648221
 0.50814229 0.096917   0.04664032 0.39588933 0.         0.
 0.58490119 0.47320158 0.         0.16940711 0.         0.68229249
 0.06885375 0.03019763]"
ur29399766,"[1.3383204  0.88390967 0.09809457 0.15702188 0.63909668 0.56478476
 0.07170078 1.31884263 0.07685251 0.30776288 0.         0.05673959
 0.71319689 0.04057869 0.01256175 0.47268878 0.         0.
 0.1340861  0.63712068 0.         0.10529287 0.         0.76746648
 0.03309809 0.00910374]"
ur29500838,"[2.02574713 0.96735632 0.11390805 0.34321839 0.96488506 1.19045977
 0.04798851 2.00994253 0.0666092  0.36275862 0.00793103 0.1354023
 0.73304598 0.09408046 0.02195402 0.44126437 0.00367816 0.
 0.20275862 0.55913793 0.         0.10672414 0.         1.04344828
 0.12695402 0.21224138]"
ur2955724,"[0.63444816 0.73048256 0.02494028 0.5151935  0.97558528 0.70501672
 0.00554228 3.19144768 0.20535117 0.20807453 0.18346871 0.35676063
 0.16751075 0.14156713 0.15680841 0.41333015 0.         0.
 1.11218347 0.12637363 0.         0.0429527  0.         0.55327281
 0.2136646  0.24491161]"
ur29565770,"[2.20496894 1.58307453 0.63416149 0.2113354  1.35046584 0.84751553
 0.09891304 1.10170807 0.3492236  0.49968944 0.00388199 0.11304348
 0.95357143 0.06257764 0.         0.34580745 0.01257764 0.
 0.26909938 0.78074534 0.         0.11537267 0.         0.92111801
 0.08493789 0.02562112]"
ur29571289,"[1.88285714 1.56666667 0.38904762 0.29047619 1.32154762 0.86547619
 0.0575     2.09916667 0.18285714 0.50690476 0.         0.0897619
 0.83309524 0.1077381  0.03154762 0.4722619  0.01190476 0.
 0.37845238 0.84964286 0.         0.08952381 0.         0.81666667
 0.07535714 0.04440476]"
ur29592278,"[2.24652174 2.28043478 0.61217391 0.43695652 1.59782609 0.66521739
 0.01565217 2.02391304 0.19521739 0.31130435 0.         0.17782609
 0.58695652 0.14434783 0.         0.73695652 0.         0.
 0.27782609 1.06434783 0.         0.03521739 0.         0.95913043
 0.08434783 0.        ]"
ur29615467,"[2.13846154 1.50384615 0.         0.43461538 0.         0.06923077
 0.         1.06153846 0.         0.80384615 0.         0.06153846
 1.20384615 0.         0.         0.81538462 0.         0.
 0.         2.86538462 0.         0.         0.         0.44230769
 0.         0.        ]"
ur29669464,"[0.65301205 1.39518072 0.         0.64096386 1.5060241  0.5626506
 0.12168675 4.56385542 0.05903614 0.09759036 0.         0.50963855
 0.         0.34819277 0.12048193 0.24216867 0.         0.
 1.17831325 0.19759036 0.         0.         0.         0.61325301
 2.32409639 0.19518072]"
ur29699367,"[1.46666667 1.34504505 0.48088088 0.36576577 1.32872873 0.71911912
 0.01011011 2.41156156 0.25795796 0.41476476 0.         0.14904905
 0.48028028 0.09364364 0.03578579 0.52287287 0.         0.
 0.54574575 0.46676677 0.         0.06596597 0.         0.72812813
 0.06691692 0.01876877]"
ur29707948,"[1.40797329 0.8705813  0.17399843 0.2948154  2.02317361 1.39477612
 0.03641005 2.85326002 0.17835821 0.38075412 0.         0.10443833
 0.80703064 0.12183818 0.03311076 0.54469756 0.         0.
 0.45047133 0.46060487 0.         0.09124116 0.         0.99112333
 0.10498822 0.06527887]"
ur2976262,"[1.98461538e+00 1.65000000e+00 2.00000000e-01 6.41666667e-01
 1.06923077e+00 1.53333333e+00 1.65384615e-01 3.48076923e+00
 2.01923077e-01 6.19871795e-01 0.00000000e+00 3.90384615e-01
 1.78205128e-01 1.66666667e-01 2.56410256e-03 8.78846154e-01
 4.10256410e-02 0.00000000e+00 2.26923077e-01 4.37820513e-01
 0.00000000e+00 6.41025641e-02 0.00000000e+00 1.01730769e+00
 3.42307692e-01 0.00000000e+00]"
ur30091810,"[0.92032086 0.64224599 0.08716578 0.19197861 0.33850267 0.44278075
 0.00855615 0.97700535 0.10588235 0.12139037 0.         0.16363636
 0.37058824 0.0171123  0.         0.35882353 0.         0.
 0.08342246 0.11497326 0.         0.00855615 0.         0.84812834
 0.07486631 0.        ]"
ur30136144,"[2.72470309 2.35724466 0.55391924 0.77743468 1.60213777 1.07624703
 0.08598575 3.44726841 0.33871734 0.65035629 0.         0.31591449
 0.34964371 0.17268409 0.09714964 0.51805226 0.0192399  0.
 0.59667458 0.96532067 0.         0.04299287 0.         1.08503563
 0.12090261 0.0152019 ]"
ur30245478,"[1.43800738 1.19889299 0.29409594 1.01254613 2.98523985 0.91107011
 1.01660517 3.12398524 0.29630996 0.28413284 0.         0.18154982
 0.37084871 0.32361624 0.15092251 0.2202952  0.07859779 0.
 1.32509225 0.48523985 0.         0.01808118 0.         0.8697417
 0.06051661 0.05498155]"
ur30329898,"[1.07331989 1.30168011 0.27748656 1.14495968 1.50651882 0.5469086
 0.08951613 3.99294355 0.38360215 0.56801075 0.01418011 0.56498656
 0.09516129 0.18736559 0.10927419 0.31061828 0.         0.
 1.49227151 0.30981183 0.         0.05524194 0.         0.38548387
 0.14502688 0.02876344]"
ur30378682,"[2.2843750e+00 2.5531250e+00 5.6875000e-01 1.4468750e+00 9.4375000e-01
 4.6875000e-01 1.5625000e-01 3.1234375e+00 4.7187500e-01 6.3281250e-01
 0.0000000e+00 1.5937500e-01 1.5625000e-03 1.5625000e-01 0.0000000e+00
 4.7031250e-01 0.0000000e+00 0.0000000e+00 4.1562500e-01 8.3750000e-01
 0.0000000e+00 3.1250000e-01 0.0000000e+00 7.8750000e-01 0.0000000e+00
 1.5625000e-01]"
ur30431619,"[1.05249501 0.57924152 0.07664671 0.50479042 0.98423154 1.16107784
 0.26427146 3.03073852 0.08702595 0.24590818 0.01956088 0.34331337
 0.73912176 0.08822355 0.01277445 0.89401198 0.02894212 0.
 0.53972056 0.49640719 0.         0.08323353 0.         1.09620758
 0.18443114 0.01956088]"
ur3056473,"[1.55155642 1.4733463  0.19396887 0.56828794 2.68929961 1.54319066
 0.08463035 3.77392996 0.24416342 0.14182879 0.12587549 0.33501946
 0.08891051 0.26206226 0.32723735 0.81731518 0.         0.
 1.12723735 0.3385214  0.         0.18871595 0.         1.38774319
 0.19494163 0.28326848]"
ur30637326,"[1.30717532 0.83774217 0.18256398 0.18777804 1.39521646 0.83664195
 0.18961971 1.36230567 0.17290122 0.4294188  0.         0.0774695
 1.04252571 0.05029897 0.01597704 0.50925616 0.0120067  0.
 0.22623774 0.44257355 0.         0.03666587 0.         0.90865822
 0.03346089 0.01724468]"
ur30699123,"[2.91040892 1.95700124 0.51648079 0.57026022 3.14510533 1.73767038
 0.01003717 4.64993804 0.35923172 0.67843866 0.00793061 0.20619579
 0.18959108 0.14547708 0.11140025 0.72081784 0.         0.
 1.29281289 0.81400248 0.         0.10508055 0.         1.09925651
 0.13035936 0.01003717]"
ur3071695,"[1.24299363 0.52356688 0.04028662 0.03764331 0.89869427 0.95751592
 0.01958599 1.33292994 0.0361465  0.33050955 0.00410828 0.03442675
 1.78926752 0.03394904 0.02194268 0.57522293 0.         0.
 0.18703822 0.48175159 0.         0.03984076 0.         1.0594586
 0.07856688 0.12165605]"
ur3079504,"[1.23082155 0.9794344  0.2725434  0.2492751  0.98557365 0.87760873
 0.36882048 1.89624127 0.1781099  0.37027027 0.06345087 0.19128334
 0.70780383 0.1150886  0.05654197 0.48645069 0.00626454 0.
 0.34889923 0.43327367 0.         0.08858063 0.         0.59622338
 0.14616073 0.09246465]"
ur30872044,"[8.34804653e-01 3.07664778e-01 3.73396958e-02 1.42678199e-01
 7.82105577e-01 7.25082016e-01 1.24962720e-01 1.57781092e+00
 3.62958545e-02 9.44229049e-02 0.00000000e+00 7.29495974e-02
 5.35043245e-01 4.76588130e-02 1.86698479e-02 4.36802863e-01
 0.00000000e+00 0.00000000e+00 1.81807337e-01 1.31941545e-01
 0.00000000e+00 8.42230838e-02 0.00000000e+00 8.23471518e-01
 2.82135401e-02 9.54369222e-04]"
ur30886579,"[1.25841346 0.49014423 0.         0.17475962 0.44783654 0.79399038
 0.01850962 1.90673077 0.02644231 0.20144231 0.         0.06129808
 0.35072115 0.0375     0.         0.39423077 0.         0.
 0.21490385 0.65625    0.         0.03028846 0.         1.05168269
 0.04014423 0.01177885]"
ur30888832,"[1.23552865 0.94571766 0.31411695 0.17182516 1.00844654 0.7269935
 0.12034849 1.30534554 0.15691081 0.30865328 0.00977555 0.08216184
 0.66931483 0.05682221 0.02658004 0.37031896 0.00191967 0.
 0.16361488 0.53476078 0.         0.05481394 0.         0.62572357
 0.07932664 0.02811577]"
ur3109237,"[0.93195171 0.80567404 0.05299799 0.04764588 0.80209256 1.05110664
 0.03404427 1.28567404 0.11126761 0.28205231 0.2856338  0.04414487
 1.24857143 0.0639839  0.05348089 0.82498994 0.         0.
 0.21939638 0.41919517 0.         0.01649899 0.         0.77851107
 0.11018109 0.16663984]"
ur3109921,"[1.47173751 1.6108874  0.44123788 0.69082774 1.96562267 0.96629381
 0.08337062 4.63773304 0.30738255 0.44451902 0.11275168 0.39231916
 0.18269948 0.25428784 0.12505593 0.5305742  0.         0.
 1.31558538 0.49291573 0.         0.11163311 0.         0.74205817
 0.31200597 0.09209545]"
ur31117020,"[1.77104972 0.9921547  0.10088398 0.10696133 1.08342541 0.85535912
 0.00541436 1.16364641 0.11458564 0.2480663  0.         0.03436464
 1.96574586 0.05856354 0.04       0.89558011 0.         0.
 0.14187845 0.44994475 0.         0.06574586 0.         1.7838674
 0.02773481 0.02353591]"
ur3112639,"[0.93294798 0.97861272 0.3524727  0.56891458 1.52549775 0.84736673
 0.36470777 3.06852922 0.17691073 0.35205523 0.0238921  0.23548491
 0.35086705 0.21470777 0.06984586 0.48982017 0.01136802 0.
 0.61926782 0.37687861 0.         0.07899807 0.         0.62745665
 0.14174695 0.03840719]"
ur31221670,"[1.99728916 1.76124498 0.54879518 0.26204819 1.37540161 1.16144578
 0.0375502  2.30261044 0.28022088 0.42971888 0.04688755 0.06907631
 0.39006024 0.05371486 0.01686747 0.70753012 0.         0.
 0.28393574 0.79819277 0.         0.11485944 0.         1.05190763
 0.11706827 0.03534137]"
ur31228772,"[1.65    1.1625  0.0925  0.10625 1.3075  0.4175  0.      1.33625 0.06125
 0.1725  0.      0.045   0.03125 0.      0.      0.28875 0.      0.
 0.4725  0.83    0.      0.      0.      0.57875 0.      0.06125]"
ur31261952,"[1.21680758 1.05710992 0.3092493  0.50727645 1.85821163 1.13289777
 0.15567512 3.11288752 0.35531642 0.33866257 0.08680502 0.19551627
 0.33853446 0.24127594 0.1234435  0.46746093 0.         0.
 0.7825775  0.34245452 0.         0.14304381 0.         0.77850372
 0.14798873 0.10717397]"
ur3130665,"[2.0172043  2.32401434 0.71827957 0.61075269 1.40645161 0.82401434
 0.         3.32724014 0.61863799 0.69964158 0.         0.26415771
 0.21290323 0.19749104 0.0265233  0.57168459 0.         0.
 0.54336918 1.03297491 0.         0.02616487 0.         0.7218638
 0.20394265 0.02903226]"
ur31328960,"[9.71364366e-01 8.39036918e-01 1.17656501e-01 4.61284109e-01
 1.62349920e+00 1.24301766e+00 1.07672552e-01 2.72102729e+00
 2.93065811e-01 2.29245586e-01 1.15216693e-01 1.26677368e-01
 1.28378812e-01 1.89759230e-01 1.04558587e-01 3.76211878e-01
 2.31139647e-03 0.00000000e+00 6.99325843e-01 2.00609952e-01
 0.00000000e+00 1.93033708e-01 0.00000000e+00 7.06902087e-01
 9.48956661e-02 2.49983949e-01]"
ur3144117,"[1.764 0.74  0.656 0.588 2.248 0.004 0.    3.392 0.596 1.396 0.    0.196
 0.98  0.    0.196 0.836 0.    0.    1.388 0.256 0.    0.    0.    2.14
 0.    0.016]"
ur31464766,"[1.82337575 0.5787006  0.13415941 0.2280643  1.14608171 1.75994642
 0.13951775 3.03523108 0.06403215 0.27481581 0.00997991 0.12089752
 0.8103148  0.10006698 0.03717348 0.67247153 0.         0.
 0.52022773 0.47294039 0.         0.0248493  0.         1.24246484
 0.13422639 0.05016745]"
ur31509300,"[3.36900329 2.23001095 0.33745893 0.1803943  1.28335159 1.0286966
 0.01588171 1.74315444 0.18148959 0.72486309 0.         0.09123768
 0.8286966  0.02891566 0.00536692 0.71664841 0.         0.
 0.17349398 1.2762322  0.         0.0550931  0.         1.3796276
 0.08192771 0.02398686]"
ur3153189,"[1.72124026 1.29125225 0.33394248 0.56851408 1.24712403 1.27875974
 0.19616537 3.1163571  0.30701019 0.37998802 0.14421809 0.30898742
 0.43526064 0.08571001 0.06180348 0.56509886 0.00389455 0.
 0.47046135 0.51881366 0.         0.10164769 0.         0.97004194
 0.24065309 0.09008388]"
ur31638149,"[1.58421683 1.24639114 0.35091345 0.40191674 1.79254268 1.12434861
 0.03102725 2.82737347 0.25855046 0.37792752 0.04237796 0.17175801
 0.36355196 0.11245882 0.04240791 0.47702905 0.00383348 0.
 0.61497454 0.48280922 0.         0.10452231 0.         0.89209344
 0.16331237 0.07927523]"
